Raga Name Raw,Raga Name,AAROHANAM,AVAROHANAM,Melakarta,Melakarta Name,path,avro_path,pali,value,raaga,Raga_Rank
Rāgapanjaramu,Rāgapanjaramu,S R2 M1 P D2 N2 D2 S,S N2 D2 M1 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-N2-D2-S,S-N2-D2-M1-R2-S,False,1,Rāgapanjaramu,28.0
Rāgeshree,Rāgeshree,S G3 M1 D2 N2 S,S N2 D2 M1 G3 R2 S,0.0,Harikāmbhōji,S-G3-M1-D2-N2-S,S-N2-D2-M1-G3-R2-S,False,1,Rāgeshree,28.0
Ravi Chandrikā,Ravi Chandrikā,S R2 G3 M1 D2 S,S N2 D2 M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-D2-S,S-N2-D2-M1-G3-R2-S,False,1,Ravi Chandrikā,28.0
Sāvithri,Sāvithri,S G3 M1 P N2 S,S N2 P M1 G3 S,0.0,Harikāmbhōji,S-G3-M1-P-N2-S,S-N2-P-M1-G3-S,True,1,Sāvithri,28.0
Sahāna,Sahāna,S R2 G3 M1 P M1 D2 N2 S,S N2 S D2 N2 D2 P M1 G3 M1 R2 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-M1-D2-N2-S,S-N2-S-D2-N2-D2-P-M1-G3-M1-R2-G3-R2-S,False,1,Sahāna,28.0
Saraswathi Manohari,Saraswathi Manohari,S R2 G3 M1 D2 S,S D2 N2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-D2-S,S-D2-N2-P-M1-G3-R2-S,False,1,Saraswathi Manohari,28.0
Sathvamanjari,Sathvamanjari,S R2 M1 P D2 S,S N2 D2 P M1 N2 D2 M1 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-S,S-N2-D2-P-M1-N2-D2-M1-R2-S,False,1,Sathvamanjari,28.0
Shakunthala,Shakunthala,S R2 G3 M1 D2 N2 S,S N2 D2 M1 G3 S,0.0,Harikāmbhōji,S-R2-G3-M1-D2-N2-S,S-N2-D2-M1-G3-S,False,1,Shakunthala,28.0
Shankaraharigowla,Shankaraharigowla,S R2 G3 M1 P D2 N3 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-D2-N3-S,S-N2-D2-P-M1-G3-R2-S,False,1,Shankaraharigowla,28.0
Shenchukāmbhoji,Shenchukāmbhoji,S P M1 D2 N2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-P-M1-D2-N2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Shenchukāmbhoji,28.0
Chenjurutti,Chenjurutti,D2 S R2 G3 M1 P D2 N2,N2 D2 P M1 G3 R2 S N2 D2 P D2 S (Anya swara* : G2),0.0,Harikāmbhōji,D2-S-R2-G3-M1-P-D2-N2,N2-D2-P-M1-G3-R2-S-N2-D2-P-D2-S,False,1,Chenjurutti,28.0
Shiva Kāmbhoji,Shiva Kāmbhoji,S R2 G3 M1 N2 S,S N2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-N2-S,S-N2-P-M1-G3-R2-S,False,1,Shiva Kāmbhoji,28.0
Surutti,Surutti,S R2 M1 P N2 D2 N2 S,S N2 D2 P M1 G3 P M1 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-N2-D2-N2-S,S-N2-D2-P-M1-G3-P-M1-R2-S,False,1,Surutti,28.0
Shyāmā,Shyāmā,S R2 M1 P D2 S,S D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-S,S-D2-P-M1-G3-R2-S,False,1,Shyāmā,28.0
Simhavikrama,Simhavikrama,S R2 G3 R2 M1 P D2 P N2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-R2-M1-P-D2-P-N2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Simhavikrama,28.0
Sindhu Kannada,Sindhu Kannada,S M1 G3 M1 R2 G3 M1 P D2 P S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-M1-G3-M1-R2-G3-M1-P-D2-P-S,S-N2-D2-P-M1-G3-R2-S,False,1,Sindhu Kannada,28.0
Sindhu Surutti,Sindhu Surutti,S R2 M1 P N2 S S N2 S,S N2 D2 P M1 R2 M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-N2-S-S-N2-S,S-N2-D2-P-M1-R2-M1-G3-R2-S,False,1,Sindhu Surutti,28.0
Suddha Varāli,Suddha Varāli,S R2 G3 M1 D2 N2 S,S N2 D2 N2 P M1 G3 S,0.0,Harikāmbhōji,S-R2-G3-M1-D2-N2-S,S-N2-D2-N2-P-M1-G3-S,False,1,Suddha Varāli,28.0
Suddhatarangini,Suddhatarangini,S R2 M1 P D2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Suddhatarangini,28.0
Sumanapriyā,Sumanapriyā,S R2 G3 M1 P D2 P S,S D2 S P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-D2-P-S,S-D2-S-P-M1-G3-R2-S,False,1,Sumanapriyā,28.0
Suposhini,Suposhini,S R2 S M1 P N2 D2 S,S D2 P M1 R2 M1 S,0.0,Harikāmbhōji,S-R2-S-M1-P-N2-D2-S,S-D2-P-M1-R2-M1-S,False,1,Suposhini,28.0
Suvarnakriyā,Suvarnakriyā,S R2 G3 P N2 D2 S,S N2 P G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-P-N2-D2-S,S-N2-P-G3-R2-S,False,1,Suvarnakriyā,28.0
Swarāvali,Swarāvali,S M1 G3 M1 P N2 D2 N2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-M1-G3-M1-P-N2-D2-N2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Swarāvali,28.0
Swaravedi,Swaravedi,S M1 G3 M1 P N2 D2 N2 S,S N2 D2 P M1 G3 S,0.0,Harikāmbhōji,S-M1-G3-M1-P-N2-D2-N2-S,S-N2-D2-P-M1-G3-S,False,1,Swaravedi,28.0
Tilakavathi,Tilakavathi,S R2 G3 M1 P D2 P S,S D2 P M1 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-D2-P-S,S-D2-P-M1-R2-S,False,1,Tilakavathi,28.0
Umābharanam,Umābharanam,S R2 G3 M1 P D2 N2 S,S N2 P M1 R2 G3 M1 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-D2-N2-S,S-N2-P-M1-R2-G3-M1-R2-S,False,1,Umābharanam,28.0
Vaishnavi,Vaishnavi,S R2 G3 M1 P D2 S,S D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-D2-S,S-D2-P-M1-G3-R2-S,True,1,Vaishnavi,28.0
Veenavadini,Veenavadini,S R2 G3 P N2 S,S N2 P G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-P-N2-S,S-N2-P-G3-R2-S,True,1,Veenavadini,28.0
Vivardhani,Vivardhani,S R2 M1 P S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-S,S-N2-D2-P-M1-G3-R2-S,False,1,Vivardhani,28.0
29 Dhīraśankarābharaṇam,Dhīraśankarābharaṇam,S R2 G3 M1 P D2 N3 S,S N3 D2 P M1 G3 R2 S,1.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-D2-N3-S,S-N3-D2-P-M1-G3-R2-S,True,1,Dhīraśankarābharaṇam,29.0
Ānandharoopa,Ānandharoopa,S R2 G3 P D2 N3 S,S N3 D2 P G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-P-D2-N3-S,S-N3-D2-P-G3-R2-S,True,1,Ānandharoopa,29.0
Ārabhi,Ārabhi,S R2 M1 P D2 S,S N3 D2 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-M1-P-D2-S,S-N3-D2-P-M1-G3-R2-S,False,1,Ārabhi,29.0
Atāna,Atāna,S R2 M1 P N2 S,S N2 D2 P M1 G2 M1 R2 S (Anya swara* : G2 N2),0.0,Dhīraśankarābharaṇam,S-R2-M1-P-N2-S,S-N2-D2-P-M1-G2-M1-R2-S,False,1,Atāna,29.0
Bangāla,Bangāla,S R2 G3 M1 P M1 R2 P S,S N3 P M1 R2 G3 M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-M1-R2-P-S,S-N3-P-M1-R2-G3-M1-R2-S,False,1,Bangāla,29.0
Begada,Begada,S G3 R2 G3 M1 P D2 P S,S N2 D2 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-G3-R2-G3-M1-P-D2-P-S,S-N2-D2-P-M1-G3-R2-S,False,1,Begada,29.0
Behāg (Carnatic adaptation),Behāg (Carnatic adaptation),S G3 M1 P N3 D2 N3 S,S N3 D2 P M1 G3 R2 S (Anya swara* : M2 N2),0.0,Dhīraśankarābharaṇam,S-G3-M1-P-N3-D2-N3-S,S-N3-D2-P-M1-G3-R2-S,False,1,Behāg (Carnatic adaptation),29.0
Behāg Deshikam,Behāg Deshikam,S R2 G3 M1 M2 P D2 N3 S,S N3 D2 P M2 M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-M2-P-D2-N3-S,S-N3-D2-P-M2-M1-G3-R2-S,True,1,Behāg Deshikam,29.0
Bilahari,Bilahari,S R2 G3 P D2 S,S N3 D2 P M1 G3 R2 S (Anya swara* : N2),0.0,Dhīraśankarābharaṇam,S-R2-G3-P-D2-S,S-N3-D2-P-M1-G3-R2-S,False,1,Bilahari,29.0
Buddhamanohari,Buddhamanohari,S R2 G3 M1 S P S,S P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-S-P-S,S-P-M1-G3-R2-S,False,1,Buddhamanohari,29.0
Buddharanjani,Buddharanjani,S R2 G3 M1 P S,S N3 P M1 G3 M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-S,S-N3-P-M1-G3-M1-R2-S,False,1,Buddharanjani,29.0
Chāyā,Chāyā,S P M1 P D2 P N3 R2 S,S D2 P M1 P D2 P G3 M1 R2 S,0.0,Dhīraśankarābharaṇam,S-P-M1-P-D2-P-N3-R2-S,S-D2-P-M1-P-D2-P-G3-M1-R2-S,False,1,Chāyā,29.0
Chāyashankarābharanam,Chāyashankarābharanam,S R1 M1 P D2 N3 S,S N3 D2 P M1 G3 R1 S,0.0,Dhīraśankarābharaṇam,S-R1-M1-P-D2-N3-S,S-N3-D2-P-M1-G3-R1-S,False,1,Chāyashankarābharanam,29.0
Devagāndhāri,Devagāndhāri,S R2 M1 P D2 S,S N3 D2 P M1 G3 R2 S (Anya swara* : N2),0.0,Dhīraśankarābharaṇam,S-R2-M1-P-D2-S,S-N3-D2-P-M1-G3-R2-S,False,1,Devagāndhāri,29.0
Dharmalakhi,Dharmalakhi,S M1 P D2 N3 S,S N3 D2 P M1 S,0.0,Dhīraśankarābharaṇam,S-M1-P-D2-N3-S,S-N3-D2-P-M1-S,True,1,Dharmalakhi,29.0
Gajagowri,Gajagowri,S R2 M1 G3 M1 N3 P D2 S,S N3 D2 P M1 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-M1-G3-M1-N3-P-D2-S,S-N3-D2-P-M1-P-M1-G3-R2-S,False,1,Gajagowri,29.0
Garudadhvani,Garudadhvani,S R2 G3 M1 P D2 N3 S,S D2 P G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-D2-N3-S,S-D2-P-G3-R2-S,False,1,Garudadhvani,29.0
Gowdamalhār,Gowdamalhār,S R2 M1 P D2 S,S N3 M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-M1-P-D2-S,S-N3-M1-G3-R2-S,False,1,Gowdamalhār,29.0
Hamsadhwani,Hamsadhwani,S R2 G3 P N3 S,S N3 P G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-P-N3-S,S-N3-P-G3-R2-S,True,1,Hamsadhwani,29.0
Hamsavinodhini,Hamsavinodhini,S R2 G3 M1 D2 N3 S,S N3 D2 M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-D2-N3-S,S-N3-D2-M1-G3-R2-S,True,1,Hamsavinodhini,29.0
Jana Ranjani,Jana Ranjani,S R2 G3 M1 P D2 P N3 S,S D2 P M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-D2-P-N3-S,S-D2-P-M1-R2-S,False,1,Jana Ranjani,29.0
Julavu,Julavu,P D2 N3 S R2 G3 M1 P,M1 G3 R2 S N3 D2 P M1,0.0,Dhīraśankarābharaṇam,P-D2-N3-S-R2-G3-M1-P,M1-G3-R2-S-N3-D2-P-M1,False,1,Julavu,29.0
Kamaripriyā,Kamaripriyā,S G3 M1 D2 N3 S,S N3 D2 M1 M1 G3 M1 R2 S,0.0,Dhīraśankarābharaṇam,S-G3-M1-D2-N3-S,S-N3-D2-M1-M1-G3-M1-R2-S,False,1,Kamaripriyā,29.0
Kannada,Kannada,S R2 G3 M1 P M1 D2 N3 S,S N3 S D2 P M1 G3 M1 G3 M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-M1-D2-N3-S,S-N3-S-D2-P-M1-G3-M1-G3-M1-R2-S,False,1,Kannada,29.0
Kathanakuthuhalam,Kathanakuthuhalam,S R2 M1 D2 N3 G3 P S,S N3 D2 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-M1-D2-N3-G3-P-S,S-N3-D2-P-M1-G3-R2-S,False,1,Kathanakuthuhalam,29.0
Kedaram,Kedaram,S M1 G3 M1 P N3 S,S N3 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-M1-G3-M1-P-N3-S,S-N3-P-M1-G3-R2-S,False,1,Kedaram,29.0
Kokilabhāshani,Kokilabhāshani,S R2 G3 M1 P D2 N3 S,S N3 P M1 G3 M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-D2-N3-S,S-N3-P-M1-G3-M1-R2-S,False,1,Kokilabhāshani,29.0
Kolahalam,Kolahalam,S P M1 G3 M1 P D2 N3 S,S N3 D2 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-P-M1-G3-M1-P-D2-N3-S,S-N3-D2-P-M1-G3-R2-S,False,1,Kolahalam,29.0
Kurinji,Kurinji,S N3 S R2 G3 M1 P D2,D2 P M1 G3 R2 S N3 S,0.0,Dhīraśankarābharaṇam,S-N3-S-R2-G3-M1-P-D2,D2-P-M1-G3-R2-S-N3-S,True,1,Kurinji,29.0
Kusumavichithra,Kusumavichithra,S G3 R2 G3 M1 P N3 P D2 N3 S,S D2 N3 D2 M1 G3 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-G3-R2-G3-M1-P-N3-P-D2-N3-S,S-D2-N3-D2-M1-G3-P-M1-G3-R2-S,False,1,Kusumavichithra,29.0
Kutuhala,Kutuhala,S R2 M1 N3 D2 P N3 S,S N3 D2 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-M1-N3-D2-P-N3-S,S-N3-D2-P-M1-G3-R2-S,False,1,Kutuhala,29.0
Lahari,Lahari,S R2 G3 P D2 S,S D2 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-P-D2-S,S-D2-P-M1-G3-R2-S,False,1,Lahari,29.0
Māyadravila,Māyadravila,S R2 G3 M1 P D2 N3 S,S N2 P M1 P G3 M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-D2-N3-S,S-N2-P-M1-P-G3-M1-R2-S,False,1,Māyadravila,29.0
Mohanadhwani,Mohanadhwani,S R2 G3 P D2 S,S N3 P D2 P G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-P-D2-S,S-N3-P-D2-P-G3-R2-S,False,1,Mohanadhwani,29.0
Nāgabhooshani,Nāgabhooshani,S R2 M1 P D2 N3 S,S D2 P M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-M1-P-D2-N3-S,S-D2-P-M1-R2-S,False,1,Nāgabhooshani,29.0
Nāgadhwani,Nāgadhwani,S R2 S M1 G3 M1 P N3 D2 N3 S,S N3 D2 N3 P M1 G3 S,0.0,Dhīraśankarābharaṇam,S-R2-S-M1-G3-M1-P-N3-D2-N3-S,S-N3-D2-N3-P-M1-G3-S,False,1,Nāgadhwani,29.0
Nārāyanadeshākshi,Nārāyanadeshākshi,S R2 M1 G3 R2 G3 M1 P D2 N3 S,S N3 D2 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-M1-G3-R2-G3-M1-P-D2-N3-S,S-N3-D2-P-M1-G3-R2-S,False,1,Nārāyanadeshākshi,29.0
Navaroj,Navaroj,P D2 N3 S R2 G3 M1 P,M1 G1 R3 S N2 D2 P (Anya swara* : N2),0.0,Dhīraśankarābharaṇam,P-D2-N3-S-R2-G3-M1-P,M1-G1-R3-S-N2-D2-P,False,1,Navaroj,29.0
Neelāmbari,Neelāmbari,S R2 G3 M1 P D2 P N3 S,S N3 P M1 G3 R2 G3 S (Anya swara* : N2),0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-D2-P-N3-S,S-N3-P-M1-G3-R2-G3-S,False,1,Neelāmbari,29.0
Niroshta,Niroshta,S R2 G3 D2 N3 S,S N3 D2 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-D2-N3-S,S-N3-D2-G3-R2-S,True,1,Niroshta,29.0
Poornachandrika,Poornachandrika,S R2 G3 M1 P D2 P S,S N3 P M1 R2 G3 M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-D2-P-S,S-N3-P-M1-R2-G3-M1-R2-S,False,1,Poornachandrika,29.0
Poornagowla,Poornagowla,S R2 G3 M1 P N3 D2 N3 P D2 N3 S,S N3 D2 N3 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-N3-D2-N3-P-D2-N3-S,S-N3-D2-N3-P-M1-G3-R2-S,False,1,Poornagowla,29.0
Poorvagowla,Poorvagowla,S G3 R2 G3 S R2 M1 P D2 N3 S,S N3 D2 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-G3-R2-G3-S-R2-M1-P-D2-N3-S,S-N3-D2-P-M1-G3-R2-S,False,1,Poorvagowla,29.0
Reetuvilāsa,Reetuvilāsa,S G3 M1 P D2 N3 S,S N3 D2 P M1 G3 S,0.0,Dhīraśankarābharaṇam,S-G3-M1-P-D2-N3-S,S-N3-D2-P-M1-G3-S,True,1,Reetuvilāsa,29.0
Sāranga Mallār,Sāranga Mallār,S R2 M1 P D2 N3 S,S N3 D2 P M1 R2 S N3 S,0.0,Dhīraśankarābharaṇam,S-R2-M1-P-D2-N3-S,S-N3-D2-P-M1-R2-S-N3-S,False,1,Sāranga Mallār,29.0
Shankara,Shankara,S G3 P S,S N3 D2 P G3 P R2 G3 S,0.0,Dhīraśankarābharaṇam,S-G3-P-S,S-N3-D2-P-G3-P-R2-G3-S,False,1,Shankara,29.0
Shankaramohana,Shankaramohana,S R2 G3 P N3 D2 S N3,S D2 P G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-P-N3-D2-S-N3,S-D2-P-G3-R2-S,False,1,Shankaramohana,29.0
Shankari,Shankari,S G3 P N3 S,S N3 P G3 S,0.0,Dhīraśankarābharaṇam,S-G3-P-N3-S,S-N3-P-G3-S,True,1,Shankari,29.0
Sindhu,Sindhu,S M1 P D2 S,S N3 D2 M1 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-M1-P-D2-S,S-N3-D2-M1-P-M1-G3-R2-S,False,1,Sindhu,29.0
Sindhu Mandāri,Sindhu Mandāri,S R2 G3 M1 P S,S N3 D2 P G3 M1 P M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-S,S-N3-D2-P-G3-M1-P-M1-R2-S,False,1,Sindhu Mandāri,29.0
Suddha Mālavi,Suddha Mālavi,S R2 G3 M1 P N3 S,S D2 N3 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-N3-S,S-D2-N3-P-M1-G3-R2-S,False,1,Suddha Mālavi,29.0
Suddha Sārang,Suddha Sārang,S R2 G3 M1 P D2 N3 D2 S,S D2 P M1 R2 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-D2-N3-D2-S,S-D2-P-M1-R2-G3-R2-S,False,1,Suddha Sārang,29.0
Suddha Sāveri,Suddha Sāveri,S R2 M1 P D2 S,S D2 P M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-M1-P-D2-S,S-D2-P-M1-R2-S,True,1,Suddha Sāveri,29.0
Suddha Vasantha,Suddha Vasantha,S R2 G3 M1 P N3 S,S N3 D2 N3 P M1 G3 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-N3-S,S-N3-D2-N3-P-M1-G3-S,False,1,Suddha Vasantha,29.0
Suraranjani,Suraranjani,S G3 P R2 M1 D2 S,S N3 D2 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-G3-P-R2-M1-D2-S,S-N3-D2-P-M1-G3-R2-S,False,1,Suraranjani,29.0
Tāndavam,Tāndavam,S G3 P D2 N3 S,S N3 D2 P G3 S,0.0,Dhīraśankarābharaṇam,S-G3-P-D2-N3-S,S-N3-D2-P-G3-S,True,1,Tāndavam,29.0
Vallabhi,Vallabhi,S R2 G3 M1 P D2 N3 S,S N3 D2 N3 D2 P M1 P G3 M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-D2-N3-S,S-N3-D2-N3-D2-P-M1-P-G3-M1-R2-S,False,1,Vallabhi,29.0
Vasanthamalai,Vasanthamalai,S R2 M1 P N3 S,S D2 P M1 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-M1-P-N3-S,S-D2-P-M1-R2-S,False,1,Vasanthamalai,29.0
Vedhāndhagamana,Vedhāndhagamana,S G3 M1 P N3 S,S N3 P M1 G3 S,0.0,Dhīraśankarābharaṇam,S-G3-M1-P-N3-S,S-N3-P-M1-G3-S,True,1,Vedhāndhagamana,29.0
Veerapratāpa,Veerapratāpa,S G3 M1 P D2 S,S N3 D2 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-G3-M1-P-D2-S,S-N3-D2-P-M1-G3-R2-S,False,1,Veerapratāpa,29.0
Vilāsini,Vilāsini,S R2 G3 M1 P N3 S,S N3 P M1 G3 R2 S,0.0,Dhīraśankarābharaṇam,S-R2-G3-M1-P-N3-S,S-N3-P-M1-G3-R2-S,True,1,Vilāsini,29.0
30 Nāganandini,Nāganandini,S R2 G3 M1 P D3 N3 S,S N3 D3 P M1 G3 R2 S,1.0,Nāganandini,S-R2-G3-M1-P-D3-N3-S,S-N3-D3-P-M1-G3-R2-S,True,1,Nāganandini,30.0
Gambheeravani,Gambheeravani,S G3 P M1 D3 N3 S,S N3 P M1 G3 R2 G3 R2 S,0.0,Nāganandini,S-G3-P-M1-D3-N3-S,S-N3-P-M1-G3-R2-G3-R2-S,False,1,Gambheeravani,30.0
Lalithagāndharva,Lalithagāndharva,S R2 G3 M1 P D3 N3 S,S N3 P G3 R2 S,0.0,Nāganandini,S-R2-G3-M1-P-D3-N3-S,S-N3-P-G3-R2-S,False,1,Lalithagāndharva,30.0
Sāmanta,Sāmanta,S R2 G3 M1 P D3 N3 S,S N3 D3 N3 D3 P M1 G3 R2 S,0.0,Nāganandini,S-R2-G3-M1-P-D3-N3-S,S-N3-D3-N3-D3-P-M1-G3-R2-S,False,1,Sāmanta,30.0
31 Yāgapriyā,Yāgapriyā,S R3 G3 M1 P D1 N1 S,S N1 D1 P M1 G3 R3 S,1.0,Yāgapriyā,S-R3-G3-M1-P-D1-N1-S,S-N1-D1-P-M1-G3-R3-S,True,1,Yāgapriyā,31.0
Damarugapriya,Damarugapriya,S R3 G3 P D1 N1 S,S N1 D1 P G3 R3 S,0.0,Yāgapriyā,S-R3-G3-P-D1-N1-S,S-N1-D1-P-G3-R3-S,True,1,Damarugapriya,31.0
Desharanjani,Desharanjani,S R3 M1 P D1 N1 S,S N1 D1 P M1 R3 S,0.0,Yāgapriyā,S-R3-M1-P-D1-N1-S,S-N1-D1-P-M1-R3-S,True,1,Desharanjani,31.0
Kalāhamsa,Kalāhamsa,S R3 G3 M1 P D1 S,S N1 D1 P M1 G3 R3 S,0.0,Yāgapriyā,S-R3-G3-M1-P-D1-S,S-N1-D1-P-M1-G3-R3-S,False,1,Kalāhamsa,31.0
Niranjani,Niranjani,S R3 M1 D1 N1 S,S N1 D1 M1 R3 S,0.0,Yāgapriyā,S-R3-M1-D1-N1-S,S-N1-D1-M1-R3-S,True,1,Niranjani,31.0
Prathāpahamsi,Prathāpahamsi,S G3 M1 P N1 D1 N1 S,S N1 D1 P M1 G3 M1 R3 S,0.0,Yāgapriyā,S-G3-M1-P-N1-D1-N1-S,S-N1-D1-P-M1-G3-M1-R3-S,False,1,Prathāpahamsi,31.0
32 Rāgavardhini,Rāgavardhini,S R3 G3 M1 P D1 N2 S,S N2 D1 P M1 G3 R3 S,1.0,Rāgavardhini,S-R3-G3-M1-P-D1-N2-S,S-N2-D1-P-M1-G3-R3-S,True,1,Rāgavardhini,32.0
Rāgachoodāmani,Rāgachoodāmani,S R3 G3 M1 P N2 S,S N2 D1 M1 R3 G3 S,0.0,Rāgavardhini,S-R3-G3-M1-P-N2-S,S-N2-D1-M1-R3-G3-S,False,1,Rāgachoodāmani,32.0
Amudagāndhāri,Amudagāndhāri,S G3 M1 P D1 N2 S,S N2 D1 P M1 G3 R3 S,0.0,Rāgavardhini,S-G3-M1-P-D1-N2-S,S-N2-D1-P-M1-G3-R3-S,False,1,Amudagāndhāri,32.0
Dhowmya,Dhowmya,S R3 G3 M1 P D1 N2 P S,S N2 D1 P M1 G3 R3 S,0.0,Rāgavardhini,S-R3-G3-M1-P-D1-N2-P-S,S-N2-D1-P-M1-G3-R3-S,False,1,Dhowmya,32.0
Hindoladarbār,Hindoladarbār,S G3 M1 P S,S N2 D1 P M1 R3 S,0.0,Rāgavardhini,S-G3-M1-P-S,S-N2-D1-P-M1-R3-S,False,1,Hindoladarbār,32.0
Sāmantajingala,Sāmantajingala,S R3 G3 M1 P D1 N2 S,S N2 P D1 N2 P M1 G3 M1 R3 G3 S,0.0,Rāgavardhini,S-R3-G3-M1-P-D1-N2-S,S-N2-P-D1-N2-P-M1-G3-M1-R3-G3-S,False,1,Sāmantajingala,32.0
33 Gāngeyabhuśani,Gāngeyabhuśani,S R3 G3 M1 P D1 N3 S,S N3 D1 P M1 G3 R3 S,1.0,Gāngeyabhuśani,S-R3-G3-M1-P-D1-N3-S,S-N3-D1-P-M1-G3-R3-S,True,1,Gāngeyabhuśani,33.0
Gangātarangini,Gangātarangini,S R3 G3 M1 P D1 N3 S,S N3 D1 P M1 M1 G3 M1 R3 S,0.0,Gāngeyabhuśani,S-R3-G3-M1-P-D1-N3-S,S-N3-D1-P-M1-M1-G3-M1-R3-S,False,1,Gangātarangini,33.0
34 Vāgadhīśvari,Vāgadhīśvari,S R3 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R3 S,1.0,Vāgadhīśvari,S-R3-G3-M1-P-D2-N2-S,S-N2-D2-P-M1-G3-R3-S,True,1,Vāgadhīśvari,34.0
Amarasindhu,Amarasindhu,S R3 G3 P D2 N2 S,S N2 D2 P G3 R3 S,0.0,Vāgadhīśvari,S-R3-G3-P-D2-N2-S,S-N2-D2-P-G3-R3-S,True,1,Amarasindhu,34.0
