Raga Name Raw,Raga Name,AAROHANAM,AVAROHANAM,Melakarta,Melakarta Name,path,avro_path,pali,value,raaga,Raga_Rank
Chandrachooda,Chandrachooda,S M1 G3 M1 P D1 S,S N3 D1 P M1 G3 S,0.0,Māyāmāḻavagouḻai,S-M1-G3-M1-P-D1-S,S-N3-D1-P-M1-G3-S,False,1,Chandrachooda,15.0
Deshyagowla,Deshyagowla,S R1 P D1 N3 S,S N3 D1 P R1 S,0.0,Māyāmāḻavagouḻai,S-R1-P-D1-N3-S,S-N3-D1-P-R1-S,True,1,Deshyagowla,15.0
Devaranji,Devaranji,S M1 P D1 P N3 S,S N3 D1 P M1 S,0.0,Māyāmāḻavagouḻai,S-M1-P-D1-P-N3-S,S-N3-D1-P-M1-S,False,1,Devaranji,15.0
Ekakshari,Ekakshari,S R1 G3 M1 P D1 N3 S,S N1 P M1 R1 G3 M1 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-P-D1-N3-S,S-N1-P-M1-R1-G3-M1-R1-S,False,1,Ekakshari,15.0
Ghanasindhu,Ghanasindhu,S M1 G3 M1 P D1 N3 D1 S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-M1-G3-M1-P-D1-N3-D1-S,S-N3-D1-P-M1-G3-R1-S,False,1,Ghanasindhu,15.0
Gowla,Gowla,S R1 M1 P N3 S,S N3 P M1 R1 G3 M1 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-N3-S,S-N3-P-M1-R1-G3-M1-R1-S,False,1,Gowla,15.0
Gowlipantu,Gowlipantu,S R1 M1 P N3 S,S N3 D1 P M1 D1 M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-N3-S,S-N3-D1-P-M1-D1-M1-G3-R1-S,False,1,Gowlipantu,15.0
Gowri,Gowri,S R1 M1 P N3 S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-N3-S,S-N3-D1-P-M1-G3-R1-S,False,1,Gowri,15.0
Gummakāmbhoji,Gummakāmbhoji,S R1 G3 P D1 N3 S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-P-D1-N3-S,S-N3-D1-P-M1-G3-R1-S,False,1,Gummakāmbhoji,15.0
Gundakriya,Gundakriya,S R1 M1 P N3 S,S N3 P D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-N3-S,S-N3-P-D1-P-M1-G3-R1-S,False,1,Gundakriya,15.0
Gurjari,Gurjari,S R1 G3 M1 P D1 N3 S,S D1 N3 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-P-D1-N3-S,S-D1-N3-P-M1-G3-R1-S,False,1,Gurjari,15.0
Jaganmohini,Jaganmohini,S G3 M1 P N3 S,S N3 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-G3-M1-P-N3-S,S-N3-P-M1-G3-R1-S,False,1,Jaganmohini,15.0
Kalyānakesari,Kalyānakesari,S R1 G3 P D1 S,S D1 P G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-P-D1-S,S-D1-P-G3-R1-S,True,1,Kalyānakesari,15.0
Kannadabangāla,Kannadabangāla,S R1 M1 G3 M1 D1 P D1 S,S D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-G3-M1-D1-P-D1-S,S-D1-P-M1-G3-R1-S,False,1,Kannadabangāla,15.0
Karnātaka Sāranga,Karnātaka Sāranga,S R1 G3 M1 P D1 N3 S,S N3 D1 P M1 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-P-D1-N3-S,S-N3-D1-P-M1-R1-S,False,1,Karnātaka Sāranga,15.0
Lalitā,Lalitā,S R1 G3 M1 D1 N3 S,S N3 D1 M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-D1-N3-S,S-N3-D1-M1-G3-R1-S,True,1,Lalitā,15.0
Lalitapanchamam,Lalitapanchamam,S R1 G3 M1 D1 N3 S,S N3 D1 M1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-D1-N3-S,S-N3-D1-M1-P-M1-G3-R1-S,False,1,Lalitapanchamam,15.0
Mālavakurinji,Mālavakurinji,S G3 P D1 N3 S,S N3 D1 M1 R1 S,0.0,Māyāmāḻavagouḻai,S-G3-P-D1-N3-S,S-N3-D1-M1-R1-S,False,1,Mālavakurinji,15.0
Mālavapanchamam,Mālavapanchamam,S R1 G3 M1 P N3 S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-P-N3-S,S-N3-D1-P-M1-G3-R1-S,False,1,Mālavapanchamam,15.0
Mārgadesi,Mārgadesi,S R1 G3 R1 G3 D1 M1 P D1 S,S D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-R1-G3-D1-M1-P-D1-S,S-D1-P-M1-G3-R1-S,False,1,Mārgadesi,15.0
Malahari,Malahari,S R1 M1 P D1 S,S D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-D1-S,S-D1-P-M1-G3-R1-S,False,1,Malahari,15.0
Mallikavasantam,Mallikavasantam,S G3 M1 P N3 S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-G3-M1-P-N3-S,S-N3-D1-P-M1-G3-R1-S,False,1,Mallikavasantam,15.0
Mangalakaishiki,Mangalakaishiki,S R1 M1 G3 D1 P S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-G3-D1-P-S,S-N3-D1-P-M1-G3-R1-S,False,1,Mangalakaishiki,15.0
Manolayam,Manolayam,S R1 M1 P D1 S,S N3 D1 P M1 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-D1-S,S-N3-D1-P-M1-R1-S,False,1,Manolayam,15.0
Maruva,Maruva,S G3 M1 D1 N3 S,S N3 D1 P G3 M1 G3 R1 S R1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-G3-M1-D1-N3-S,S-N3-D1-P-G3-M1-G3-R1-S-R1-G3-R1-S,False,1,Maruva,15.0
Mechabowli,Mechabowli,S R1 G3 P D1 S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-P-D1-S,S-N3-D1-P-M1-G3-R1-S,False,1,Mechabowli,15.0
Megharanjani,Megharanjani,S R1 G3 M1 N3 S,S N3 M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-N3-S,S-N3-M1-G3-R1-S,True,1,Megharanjani,15.0
Nadanamakriya,Nadanamakriya,S R1 G3 M1 P D1 N3,N3 D1 P M1 G3 R1 S N3,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-P-D1-N3,N3-D1-P-M1-G3-R1-S-N3,False,1,Nadanamakriya,15.0
Pādi,Pādi,S R1 M1 P N3 S,S N3 P D1 P M1 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-N3-S,S-N3-P-D1-P-M1-R1-S,False,1,Pādi,15.0
Poornalalita,Poornalalita,S R1 G3 M1 P D1 S,S D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-P-D1-S,S-D1-P-M1-G3-R1-S,True,1,Poornalalita,15.0
Poorvi,Poorvi,S R1 G3 M1 D1 N3 S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-D1-N3-S,S-N3-D1-P-M1-G3-R1-S,False,1,Poorvi,15.0
Poorvikavasanta,Poorvikavasanta,S M1 G3 M1 D N3 S,S N3 D1 M1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-M1-G3-M1-D-N3-S,S-N3-D1-M1-P-M1-G3-R1-S,False,1,Poorvikavasanta,15.0
Pratāparanjani,Pratāparanjani,S R1 M1 P D1 N3 S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-D1-N3-S,S-N3-D1-P-M1-G3-R1-S,False,1,Pratāparanjani,15.0
Rāmakriya,Rāmakriya,S G3 M1 P D1 N3 S,S N3 P D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-G3-M1-P-D1-N3-S,S-N3-P-D1-P-M1-G3-R1-S,False,1,Rāmakriya,15.0
Rukhmāmbari,Rukhmāmbari,S R1 G3 P N3 S,S N3 P G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-P-N3-S,S-N3-P-G3-R1-S,True,1,Rukhmāmbari,15.0
Sāmantadeepara,Sāmantadeepara,S R1 G3 M1 P N3 S,S N3 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-G3-M1-P-N3-S,S-N3-P-M1-G3-R1-S,True,1,Sāmantadeepara,15.0
Sāranga Nāta,Sāranga Nāta,S R1 M1 P D1 S,S N3 S D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-D1-S,S-N3-S-D1-P-M1-G3-R1-S,False,1,Sāranga Nāta,15.0
Sāveri,Sāveri,S R1 M1 P D1 S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-D1-S,S-N3-D1-P-M1-G3-R1-S,False,1,Sāveri,15.0
Salanganāta,Salanganāta,S R1 M1 P D1 S,S D1 P G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-D1-S,S-D1-P-G3-R1-S,False,1,Salanganāta,15.0
Satyāvati,Satyāvati,S G3 R1 G3 P D1 S,S N3 D1 N3 P D1 P G3 R1 S,0.0,Māyāmāḻavagouḻai,S-G3-R1-G3-P-D1-S,S-N3-D1-N3-P-D1-P-G3-R1-S,False,1,Satyāvati,15.0
Sindhu Rāmakriya,Sindhu Rāmakriya,S G3 M1 P D1 N3 S,S N3 P M1 G3 R1 G3 S,0.0,Māyāmāḻavagouḻai,S-G3-M1-P-D1-N3-S,S-N3-P-M1-G3-R1-G3-S,False,1,Sindhu Rāmakriya,15.0
Surasindhu,Surasindhu,S M1 G3 M1 P D1 N3 D1 S,S N3 D1 P M1 R1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-M1-G3-M1-P-D1-N3-D1-S,S-N3-D1-P-M1-R1-G3-R1-S,False,1,Surasindhu,15.0
Tārakagowla,Tārakagowla,S G3 M1 D1 N3 S,S N3 D1 M1 G3 S,0.0,Māyāmāḻavagouḻai,S-G3-M1-D1-N3-S,S-N3-D1-M1-G3-S,True,1,Tārakagowla,15.0
Takka,Takka,S R1 S G3 M1 G3 P M1 D1 N3 S,S N3 D1 P M1 G3 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-S-G3-M1-G3-P-M1-D1-N3-S,S-N3-D1-P-M1-G3-R1-S,False,1,Takka,15.0
Ushāvali,Ushāvali,S R1 M1 P D1 S,S N3 D1 M1 P M1 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-D1-S,S-N3-D1-M1-P-M1-R1-S,False,1,Ushāvali,15.0
Vishārada,Vishārada,S R1 M1 P N3 S,S N3 P M1 R1 S,0.0,Māyāmāḻavagouḻai,S-R1-M1-P-N3-S,S-N3-P-M1-R1-S,True,1,Vishārada,15.0
16 Chakravākam,Chakravākam,S R1 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R1 S,1.0,Chakravākam,S-R1-G3-M1-P-D2-N2-S,S-N2-D2-P-M1-G3-R1-S,True,1,Chakravākam,16.0
Āhir Bhairavi,Āhir Bhairavi,S R1 G3 M1 P N2 D2 M1 P D2 S,S N2 D2 P M1 P G3 R1 S,0.0,Chakravākam,S-R1-G3-M1-P-N2-D2-M1-P-D2-S,S-N2-D2-P-M1-P-G3-R1-S,False,1,Āhir Bhairavi,16.0
Bhakthapriya,Bhakthapriya,S G3 M1 P D2 N2 S,S N2 D2 P M1 R1 M1 G3 S,0.0,Chakravākam,S-G3-M1-P-D2-N2-S,S-N2-D2-P-M1-R1-M1-G3-S,False,1,Bhakthapriya,16.0
Bhujāngini,Bhujāngini,S R1 G3 M1 D2 N2 S,S N2 D2 M1 G3 R1 S,0.0,Chakravākam,S-R1-G3-M1-D2-N2-S,S-N2-D2-M1-G3-R1-S,True,1,Bhujāngini,16.0
Bindhumālini,Bindhumālini,S G3 R1 G3 M1 P N2 S,S N2 S D2 P G3 M1 P G3 R1 S,0.0,Chakravākam,S-G3-R1-G3-M1-P-N2-S,S-N2-S-D2-P-G3-M1-P-G3-R1-S,False,1,Bindhumālini,16.0
Chakranārāyani,Chakranārāyani,S R1 M1 P D2 N2 S,S N2 D2 P M1 R1 S,0.0,Chakravākam,S-R1-M1-P-D2-N2-S,S-N2-D2-P-M1-R1-S,True,1,Chakranārāyani,16.0
Ghoshini,Ghoshini,S M1 G3 M1 P D2 N2 D2 S,S N2 D2 P M1 G3 R1 S,0.0,Chakravākam,S-M1-G3-M1-P-D2-N2-D2-S,S-N2-D2-P-M1-G3-R1-S,False,1,Ghoshini,16.0
Guhapriya,Guhapriya,S R1 G3 M1 P P M1 D2 N2 S,S N2 D2 P M1 G3 S R1 S,0.0,Chakravākam,S-R1-G3-M1-P-P-M1-D2-N2-S,S-N2-D2-P-M1-G3-S-R1-S,False,1,Guhapriya,16.0
Kalāvati,Kalāvati,S R1 M1 P D2 S,S D2 P M1 G3 S R1 S,0.0,Chakravākam,S-R1-M1-P-D2-S,S-D2-P-M1-G3-S-R1-S,False,1,Kalāvati,16.0
Malayamārutam,Malayamārutam,S R1 G3 P D2 N2 S,S N2 D2 P G3 R1 S,0.0,Chakravākam,S-R1-G3-P-D2-N2-S,S-N2-D2-P-G3-R1-S,True,1,Malayamārutam,16.0
Mukthāngi,Mukthāngi,S R1 G3 M1 P D2 N2 S,S D2 N2 P M1 G3 R1 S,0.0,Chakravākam,S-R1-G3-M1-P-D2-N2-S,S-D2-N2-P-M1-G3-R1-S,False,1,Mukthāngi,16.0
Mukundamālini,Mukundamālini,S R1 G2 P D2 S,S D2 P G2 R1 S,0.0,Chakravākam,S-R1-G2-P-D2-S,S-D2-P-G2-R1-S,True,1,Mukundamālini,16.0
Poornapanchamam,Poornapanchamam,P M1 S R1 S M1 P D2,D2 P M1 G3 R1 S N2,0.0,Chakravākam,P-M1-S-R1-S-M1-P-D2,D2-P-M1-G3-R1-S-N2,False,1,Poornapanchamam,16.0
Pravritti,Pravritti,S G3 M1 P D2 N2 S,S N2 D2 P M1 G3 S,0.0,Chakravākam,S-G3-M1-P-D2-N2-S,S-N2-D2-P-M1-G3-S,True,1,Pravritti,16.0
Rāgamanjari,Rāgamanjari,S R1 M1 P D2 S,S N2 D2 M1 R1 S,0.0,Chakravākam,S-R1-M1-P-D2-S,S-N2-D2-M1-R1-S,False,1,Rāgamanjari,16.0
Rasikaranjani,Rasikaranjani,S R1 G3 P S,S D2 P G3 R1 S,0.0,Chakravākam,S-R1-G3-P-S,S-D2-P-G3-R1-S,False,1,Rasikaranjani,16.0
Rudra Panchami,Rudra Panchami,S G3 M1 D2 N2 S,S N3 D2 M1 G3 R1 S,0.0,Chakravākam,S-G3-M1-D2-N2-S,S-N3-D2-M1-G3-R1-S,False,1,Rudra Panchami,16.0
Shree Nabhomārgini,Shree Nabhomārgini,S G3 M1 P D2 N2 S,S D2 P M1 G3 R1 S,0.0,Chakravākam,S-G3-M1-P-D2-N2-S,S-D2-P-M1-G3-R1-S,False,1,Shree Nabhomārgini,16.0
Shyāmali,Shyāmali,S G3 P D2 N2 S,S N2 D2 P G3 R1 S,0.0,Chakravākam,S-G3-P-D2-N2-S,S-N2-D2-P-G3-R1-S,False,1,Shyāmali,16.0
Subhāshini,Subhāshini,S D2 N2 D R1 G3 M1 P,M1 G3 R1 S N2 D2 N2 S,0.0,Chakravākam,S-D2-N2-D-R1-G3-M1-P,M1-G3-R1-S-N2-D2-N2-S,False,1,Subhāshini,16.0
Valaji,Valaji,S G3 P D2 N2 S,S N2 D2 P G3 S,0.0,Chakravākam,S-G3-P-D2-N2-S,S-N2-D2-P-G3-S,True,1,Valaji,16.0
Veenadhāri,Veenadhāri,S R1 G3 P D2 N2 S,S N2 D2 P M1 G3 R1 S,0.0,Chakravākam,S-R1-G3-P-D2-N2-S,S-N2-D2-P-M1-G3-R1-S,False,1,Veenadhāri,16.0
Vegavāhini,Vegavāhini,S R1 G3 M1 D2 N2 D2 S,S N2 D2 P M1 G3 R1 S,0.0,Chakravākam,S-R1-G3-M1-D2-N2-D2-S,S-N2-D2-P-M1-G3-R1-S,False,1,Vegavāhini,16.0
17 Sūryakāntam,Sūryakāntam,S R1 G3 M1 P D2 N3 S,S N3 D2 P M1 G3 R1 S,1.0,Sūryakāntam,S-R1-G3-M1-P-D2-N3-S,S-N3-D2-P-M1-G3-R1-S,True,1,Sūryakāntam,17.0
Chāyāvathi,Chāyāvathi,S R1 G3 M1 D2 N3 S,S N3 D2 P M1 G3 R1 S,0.0,Sūryakāntam,S-R1-G3-M1-D2-N3-S,S-N3-D2-P-M1-G3-R1-S,False,1,Chāyāvathi,17.0
Bhairavam,Bhairavam,S R1 G3 M1 P D2 N3 S,S D2 P M1 G3 R1 S,0.0,Sūryakāntam,S-R1-G3-M1-P-D2-N3-S,S-D2-P-M1-G3-R1-S,False,1,Bhairavam,17.0
Haridarpa,Haridarpa,S R1 G3 M1 P D2 N3 S,S D2 P M1 R1 S,0.0,Sūryakāntam,S-R1-G3-M1-P-D2-N3-S,S-D2-P-M1-R1-S,False,1,Haridarpa,17.0
Jayasamvardhani,Jayasamvardhani,S G3 M1 P D2 N3 S,S N3 P M1 G3 R1 S,0.0,Sūryakāntam,S-G3-M1-P-D2-N3-S,S-N3-P-M1-G3-R1-S,False,1,Jayasamvardhani,17.0
Jeevantikā,Jeevantikā,S R1 M1 P D2 N3 S,S N3 D2 P M1 R1 S,0.0,Sūryakāntam,S-R1-M1-P-D2-N3-S,S-N3-D2-P-M1-R1-S,True,1,Jeevantikā,17.0
Kusumamāruta,Kusumamāruta,S M1 P D2 N3 S,S N3 D2 P M1 G3 R1 G3 M1 S,0.0,Sūryakāntam,S-M1-P-D2-N3-S,S-N3-D2-P-M1-G3-R1-G3-M1-S,False,1,Kusumamāruta,17.0
Nāgachooḍāmani,Nāgachooḍāmani,S R1 G3 M1 P D2 S,S D2 N2 D2 P M1 G3 M1 R2 S,0.0,Sūryakāntam,S-R1-G3-M1-P-D2-S,S-D2-N2-D2-P-M1-G3-M1-R2-S,False,1,Nāgachooḍāmani,17.0
Rohini,Rohini,S R1 G3 M1 M2 D2 N3 S,S N3 D2 M2 M1 G3 R1 S,0.0,Sūryakāntam,S-R1-G3-M1-M2-D2-N3-S,S-N3-D2-M2-M1-G3-R1-S,True,1,Rohini,17.0
Sāmakannada,Sāmakannada,S R2 M1 G2 M1 P D2 N3 S,S N3 D2 P M1 R1 S,0.0,Sūryakāntam,S-R2-M1-G2-M1-P-D2-N3-S,S-N3-D2-P-M1-R1-S,False,1,Sāmakannada,17.0
Sowrāshtram,Sowrāshtram,S R1 G3 M1 P M1 D2 N3 S,S N3 D2 N2 D2 P M1 G3 R1 S,0.0,Sūryakāntam,S-R1-G3-M1-P-M1-D2-N3-S,S-N3-D2-N2-D2-P-M1-G3-R1-S,False,1,Sowrāshtram,17.0
Supradeepam,Supradeepam,S R1 M1 P D2 N3 S,S N3 D2 P M1 G3 M1 R1 S,0.0,Sūryakāntam,S-R1-M1-P-D2-N3-S,S-N3-D2-P-M1-G3-M1-R1-S,False,1,Supradeepam,17.0
Vasanthā,Vasanthā,S M1 G3 M1 D2 N3 S,S N3 D2 M1 G3 R1 S,0.0,Sūryakāntam,S-M1-G3-M1-D2-N3-S,S-N3-D2-M1-G3-R1-S,False,1,Vasanthā,17.0
18 Hātakāmbari,Hātakāmbari,S R1 G3 M1 P D3 N3 S,S N3 D3 P M1 G3 R1 S,1.0,Hātakāmbari,S-R1-G3-M1-P-D3-N3-S,S-N3-D3-P-M1-G3-R1-S,True,1,Hātakāmbari,18.0
Jayashuddhamālavi,Jayashuddhamālavi,S R1 G3 M1 P N3 S,S N3 D3 P M1 G3 R1 S,0.0,Hātakāmbari,S-R1-G3-M1-P-N3-S,S-N3-D3-P-M1-G3-R1-S,False,1,Jayashuddhamālavi,18.0
Hamsanantini,Hamsanantini,S G3 M1 P S,S P M1 G3 R1 S,0.0,Hātakāmbari,S-G3-M1-P-S,S-P-M1-G3-R1-S,False,1,Hamsanantini,18.0
Kallola,Kallola,S P D3 N3 S,S N3 D3 P M1 G3 R1 S,0.0,Hātakāmbari,S-P-D3-N3-S,S-N3-D3-P-M1-G3-R1-S,False,1,Kallola,18.0
Simhala,Simhala,S R1 G3 M1 P D3 N3 S,S N3 D3 N3 P M1 G3 R1 S,0.0,Hātakāmbari,S-R1-G3-M1-P-D3-N3-S,S-N3-D3-N3-P-M1-G3-R1-S,False,1,Simhala,18.0
19 Jhankāradhvani,Jhankāradhvani,S R2 G2 M1 P D1 N1 S,S N1 D1 P M1 G2 R2 S,1.0,Jhankāradhvani,S-R2-G2-M1-P-D1-N1-S,S-N1-D1-P-M1-G2-R2-S,True,1,Jhankāradhvani,19.0
Jhankārabhramari,Jhankārabhramari,S R2 G2 M1 P D1 N1 D1 P D1 S,S N1 D1 P M1 G2 R2 S,0.0,Jhankāradhvani,S-R2-G2-M1-P-D1-N1-D1-P-D1-S,S-N1-D1-P-M1-G2-R2-S,False,1,Jhankārabhramari,19.0
Bhārati,Bhārati,S R2 G2 M1 P S,S P M1 G2 R2 S,0.0,Jhankāradhvani,S-R2-G2-M1-P-S,S-P-M1-G2-R2-S,True,1,Bhārati,19.0
Chittaranjani,Chittaranjani,S R2 G2 M1 P D1 N1,N1 D1 P M1 G2 R2 S,0.0,Jhankāradhvani,S-R2-G2-M1-P-D1-N1,N1-D1-P-M1-G2-R2-S,True,1,Chittaranjani,19.0
Jalmika,Jalmika,S R2 G1 M1 P D1 N1 S,S N1 D1 P M1 G1 S R2 S,0.0,Jhankāradhvani,S-R2-G1-M1-P-D1-N1-S,S-N1-D1-P-M1-G1-S-R2-S,False,1,Jalmika,19.0
Lalitabhairavi,Lalitabhairavi,S G2 M1 P D1 S,S N1 D1 P M1 G2 R2 S,0.0,Jhankāradhvani,S-G2-M1-P-D1-S,S-N1-D1-P-M1-G2-R2-S,False,1,Lalitabhairavi,19.0
Poornalalita,Poornalalita,S G2 R2 M1 P S,S N1 D1 P M1 G2 R2 S,0.0,Jhankāradhvani,S-G2-R2-M1-P-S,S-N1-D1-P-M1-G2-R2-S,False,1,Poornalalita,19.0
20 Natabhairavi,Natabhairavi,S R2 G2 M1 P D1 N2 S,S N2 D1 P M1 G2 R2 S,1.0,Natabhairavi,S-R2-G2-M1-P-D1-N2-S,S-N2-D1-P-M1-G2-R2-S,True,1,Natabhairavi,20.0
Nārērētigowla,Nārērētigowla,S G2 R2 G2 M1 N2 D1 M1 N2 N2 S,S N2 D1 M1 G2 M1 P M1 G2 R2 S,0.0,Natabhairavi,S-G2-R2-G2-M1-N2-D1-M1-N2-N2-S,S-N2-D1-M1-G2-M1-P-M1-G2-R2-S,False,1,Nārērētigowla,20.0
Abheri (Dikshitar School),Abheri (Dikshitar School),S M1 G2 M1 P P S,S N2 D2 P M1 G2 R2 S,0.0,Natabhairavi,S-M1-G2-M1-P-P-S,S-N2-D2-P-M1-G2-R2-S,False,1,Abheri (Dikshitar School),20.0
Anandabhairavi,Anandabhairavi,S G2 R2 G2 M1 P D2 P S,S N2 D2 P M1 G2 R2 S (Anya swara* : G3 D1 N3),0.0,Natabhairavi,S-G2-R2-G2-M1-P-D2-P-S,S-N2-D2-P-M1-G2-R2-S,False,1,Anandabhairavi,20.0
Amrithavāhini,Amrithavāhini,S R2 M1 P D1 N2 S,S N2 D1 M1 G2 R2 S,0.0,Natabhairavi,S-R2-M1-P-D1-N2-S,S-N2-D1-M1-G2-R2-S,False,1,Amrithavāhini,20.0
Bhairavi,Bhairavi,S G2 R2 G2 M1 P D2 N2 S,S N2 D1 P M1 G2 R2 S (Anya swara* : D2),0.0,Natabhairavi,S-G2-R2-G2-M1-P-D2-N2-S,S-N2-D1-P-M1-G2-R2-S,False,1,Bhairavi,20.0
Bhuvanagāndhāri,Bhuvanagāndhāri,S R2 M1 P N2 S,S N2 D1 P M1 G2 S,0.0,Natabhairavi,S-R2-M1-P-N2-S,S-N2-D1-P-M1-G2-S,False,1,Bhuvanagāndhāri,20.0
Chapagantarva,Chapagantarva,S G2 M1 P N2,D1 M1 G2 R2 S N2,0.0,Natabhairavi,S-G2-M1-P-N2,D1-M1-G2-R2-S-N2,False,1,Chapagantarva,20.0
Darbāri Kānada,Darbāri Kānada,N2 S R2 G2 R2 S M1 P D1 N2 S,S D1 N2 P M1 P G2 M1 R2 S,0.0,Natabhairavi,N2-S-R2-G2-R2-S-M1-P-D1-N2-S,S-D1-N2-P-M1-P-G2-M1-R2-S,False,1,Darbāri Kānada,20.0
Devakriya,Devakriya,S R2 M1 P N2 S,S N2 D1 N2 P M1 G2 R2 S,0.0,Natabhairavi,S-R2-M1-P-N2-S,S-N2-D1-N2-P-M1-G2-R2-S,False,1,Devakriya,20.0
Dhanashree,Dhanashree,N2 S G2 M1 P N2 S,S N2 D1 P M1 G2 R1 S,0.0,Natabhairavi,N2-S-G2-M1-P-N2-S,S-N2-D1-P-M1-G2-R1-S,False,1,Dhanashree,20.0
Dharmaprakāshini,Dharmaprakāshini,S R2 M1 P N2 S,S N2 D1 M1 G2 R2 S,0.0,Natabhairavi,S-R2-M1-P-N2-S,S-N2-D1-M1-G2-R2-S,False,1,Dharmaprakāshini,20.0
Dilipika Vasantha,Dilipika Vasantha,S G2 M1 P D1 P N2 S,S D1 P M1 R2 S,0.0,Natabhairavi,S-G2-M1-P-D1-P-N2-S,S-D1-P-M1-R2-S,False,1,Dilipika Vasantha,20.0
Divyagāndhāri,Divyagāndhāri,S G2 M1 P D1 N2 S,S N2 P M1 G2 S,0.0,Natabhairavi,S-G2-M1-P-D1-N2-S,S-N2-P-M1-G2-S,False,1,Divyagāndhāri,20.0
Gopikāvasantam,Gopikāvasantam,S R2 G2 M1 P D1 P N2,S N2 D1 P M1 G2 R2 S,0.0,Natabhairavi,S-R2-G2-M1-P-D1-P-N2,S-N2-D1-P-M1-G2-R2-S,False,1,Gopikāvasantam,20.0
Hindolam,Hindolam,S G2 M1 D1 N2 S,S N2 D1 M1 G2 S,0.0,Natabhairavi,S-G2-M1-D1-N2-S,S-N2-D1-M1-G2-S,True,1,Hindolam,20.0
Hindolavasanta,Hindolavasanta,S G2 M1 P D1 N2 D1 S,S N2 D1 P M1 D2 M1 G2 S,0.0,Natabhairavi,S-G2-M1-P-D1-N2-D1-S,S-N2-D1-P-M1-D2-M1-G2-S,False,1,Hindolavasanta,20.0
Indughantarava,Indughantarava,S G2 M1 P D1 P,N2 D1 P M1 G2 R2 S N2,0.0,Natabhairavi,S-G2-M1-P-D1-P,N2-D1-P-M1-G2-R2-S-N2,False,1,Indughantarava,20.0
Jayanthashrī,Jayanthashrī,S G2 M1 D1 N2 S,S N2 D1 M1 P M1 G2 S,0.0,Natabhairavi,S-G2-M1-D1-N2-S,S-N2-D1-M1-P-M1-G2-S,False,1,Jayanthashrī,20.0
Jingaḷa,Jingaḷa,S R2 G2 M1 P D1 N2 D1 P S,S N2 D1 P M1 G2 R2 S,0.0,Natabhairavi,S-R2-G2-M1-P-D1-N2-D1-P-S,S-N2-D1-P-M1-G2-R2-S,False,1,Jingaḷa,20.0
